#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    5.041958   -66.706139     0.094    0.064   0.082      0.975    0.882     0.080      0.240      3.4
    5.792124   -69.920486     0.359    0.213   0.304      1.245    0.886     0.411      1.387      3.4
    5.833480   -71.282326     0.141    0.048   0.043      1.025    0.884     0.147      0.168      3.4
    5.439942   -68.664841     0.156    0.079   0.106      1.043    0.888     0.139      1.247      3.4
    4.878687   -68.758263     0.145    0.046   0.058      1.028    0.882     0.149      0.399      3.4
    0.802714   -72.070465     0.059    0.042   0.039      0.925    0.866     0.069      0.088      3.4
    5.543702   -69.097321     0.151    0.064   0.077      1.040    0.888     0.156      0.803      3.4
    5.508477   -68.510483     0.344    0.160   0.237      1.231    0.887     0.317      2.017      3.4
    5.595767   -71.393600     0.118    0.053   0.041      1.003    0.885     0.132      0.281      3.4
    5.364198   -70.336716     0.089    0.046   0.052      0.976    0.887     0.091      0.319      3.4
    5.401897   -71.414597     0.098    0.041   0.057      0.984    0.885     0.102      0.352      3.4
    5.654183   -68.960480     0.253    0.106   0.137      1.140    0.887     0.241      8.992      3.4
    0.873384   -72.155952     0.033    0.035   0.031      0.902    0.869     0.043      0.228      3.4
    5.460981   -69.592453     0.068    0.065   0.063      0.957    0.889     0.076      0.287      3.4
    5.576625   -68.516541     0.088    0.054   0.050      0.975    0.887     0.099      0.600      3.4
    5.530673   -70.077477     0.075    0.073   0.073      0.963    0.888     0.082      0.326      3.4
    5.317408   -71.278831     0.106    0.056   0.055      0.991    0.885     0.122      0.309      3.4
    5.562777   -71.626923     0.107    0.044   0.034      0.992    0.885     0.113      0.172      3.4
    4.880892   -68.938911     0.156    0.064   0.067      1.038    0.883     0.155      0.539      3.4
    5.452279   -71.540833     0.143    0.085   0.117      1.028    0.885     0.094      0.464      3.4
    5.785690   -69.873833     0.321    0.194   0.287      1.206    0.886     0.321      1.440      3.4
    5.167896   -66.286453     0.087    0.051   0.061      0.968    0.882     0.081      0.141      3.4
    0.923599   -73.856010     0.061    0.061   0.058      0.924    0.863     0.065      0.095      3.4
    5.031786   -66.921875     0.074    0.051   0.050      0.956    0.882     0.077      0.245      3.4
    5.737478   -70.874756     0.154    0.064   0.084      1.039    0.885     0.161      0.589      3.4
    0.828200   -72.152473     0.027    0.023   0.022      0.895    0.868     0.029      0.118      3.4
    5.604839   -68.013176     0.144    0.049   0.051      1.030    0.886     0.152      0.483      3.4
    5.298297   -70.808800     0.055    0.058   0.056      0.941    0.886     0.063      0.214      3.4
    0.682692   -72.845161     0.051    0.049   0.043      0.919    0.868     0.065      0.111      3.4
    0.844398   -73.038956     0.028    0.068   0.086      0.902    0.875     0.035      0.648      3.4
    5.208153   -69.819351     0.090    0.055   0.053      0.976    0.886     0.098      0.266      3.4
    5.262525   -67.641144     0.102    0.052   0.056      0.986    0.885     0.096      0.283      3.4
    5.059300   -69.399902     0.079    0.051   0.054      0.964    0.885     0.079      0.155      3.4
    5.045723   -69.243912     0.094    0.056   0.052      0.978    0.884     0.103      0.238      3.4
    5.509235   -67.573975     0.080    0.060   0.076      0.966    0.885     0.076      0.458      3.4
    5.280474   -68.816475     0.110    0.064   0.070      0.996    0.887     0.116      1.154      3.4
    5.601770   -69.106476     0.394    0.134   0.159      1.282    0.888     0.374      4.454      3.4
    5.335816   -68.590149     0.155    0.076   0.085      1.042    0.887     0.169      0.884      3.4
    0.512984   -73.395355     0.033    0.034   0.035      0.894    0.861     0.035      0.054      3.4
    5.499788   -70.039017     0.040    0.084   0.075      0.928    0.888     0.052      0.480      3.4
    5.591799   -72.421448     0.129    0.060   0.070      1.013    0.883     0.133      0.157      3.4
    0.564398   -73.939056     0.026    0.035   0.034      0.887    0.861     0.030      0.050      3.4
    5.468067   -69.205711     0.096    0.061   0.057      0.984    0.889     0.104      0.423      3.4
    5.249220   -70.226219     0.144    0.054   0.064      1.031    0.886     0.140      0.453      3.4
    5.013583   -66.468384     0.075    0.067   0.063      0.956    0.881     0.076      0.264      3.4
    5.660657   -71.809036     0.139    0.055   0.055      1.024    0.884     0.144      0.198      3.4
    5.121341   -68.230339     0.110    0.066   0.086      0.994    0.884     0.100      0.680      3.4
    5.641608   -72.037621     0.122    0.034   0.040      1.006    0.884     0.115      0.171      3.4
    5.209199   -70.522392     0.136    0.090   0.137      1.022    0.886     0.114      0.578      3.4
    5.416743   -70.681549     0.109    0.049   0.047      0.995    0.887     0.113      0.264      3.4
    5.312036   -68.530472     0.111    0.060   0.069      0.998    0.887     0.119      0.532      3.4
    5.427002   -71.676346     0.118    0.054   0.071      1.002    0.885     0.094      0.400      3.4
    5.209777   -69.141563     0.143    0.079   0.097      1.029    0.886     0.143      1.489      3.4
    4.979865   -67.587959     0.103    0.035   0.049      0.985    0.882     0.105      0.299      3.4
    5.356794   -71.207726     0.110    0.049   0.059      0.996    0.886     0.108      0.239      3.4
    5.115611   -68.562607     0.133    0.082   0.111      1.018    0.885     0.123      0.889      3.4
    5.354998   -68.957245     0.167    0.067   0.057      1.054    0.887     0.177      0.877      3.4
    5.772913   -69.780342     0.273    0.122   0.171      1.159    0.886     0.313      1.770      3.4
    5.236023   -67.912109     0.104    0.056   0.063      0.989    0.885     0.110      0.274      3.4
    5.772758   -71.417328     0.184    0.058   0.074      1.068    0.884     0.184      0.256      3.4
    5.100757   -68.189728     0.099    0.052   0.059      0.984    0.884     0.103      0.800      3.4
    5.476702   -66.920807     0.084    0.043   0.031      0.968    0.884     0.083      0.217      3.4
    4.994144   -68.271561     0.140    0.052   0.055      1.023    0.883     0.140      0.400      3.4
    4.987847   -66.473969     0.112    0.079   0.118      0.993    0.881     0.095      0.684      3.4
    4.859591   -69.726089     0.163    0.072   0.099      1.045    0.883     0.142      0.392      3.4
    5.302264   -66.970154     0.136    0.065   0.061      1.019    0.884     0.139      0.269      3.4
    1.119838   -73.195229     0.085    0.051   0.039      0.947    0.863     0.101      0.125      3.4
    5.188324   -69.870796     0.083    0.044   0.036      0.969    0.886     0.093      0.229      3.4
    0.903183   -73.626663     0.055    0.041   0.041      0.922    0.867     0.056      0.172      3.4
    4.849294   -68.822624     0.138    0.055   0.039      1.020    0.882     0.149      0.354      3.4
    1.086871   -72.774269     0.045    0.037   0.033      0.912    0.867     0.052      0.168      3.4
    5.206345   -67.644554     0.128    0.062   0.080      1.013    0.884     0.131      0.545      3.4
    4.962702   -67.069359     0.079    0.046   0.059      0.961    0.881     0.079      0.264      3.4
    5.754946   -71.545471     0.134    0.049   0.056      1.018    0.884     0.136      0.227      3.4
    5.241003   -70.022301     0.089    0.053   0.051      0.976    0.886     0.093      0.299      3.4
    5.318688   -67.633339     0.125    0.085   0.079      1.010    0.885     0.140      0.429      3.4
    0.909210   -72.575920     0.060    0.051   0.050      0.934    0.874     0.065      0.443      3.4
    4.938454   -66.290298     0.153    0.101   0.149      1.033    0.880     0.082      1.588      3.4
    0.842550   -73.939369     0.048    0.036   0.033      0.912    0.864     0.050      0.078      3.4
    5.041142   -68.500313     0.099    0.047   0.056      0.982    0.884     0.104      0.612      3.4
    5.893397   -71.000694     0.117    0.048   0.051      1.001    0.884     0.119      0.130      3.4
    0.878809   -72.622444     0.049    0.060   0.067      0.924    0.875     0.059      0.541      3.4
    5.558821   -71.436424     0.115    0.054   0.052      1.000    0.885     0.115      0.198      3.4
    5.515080   -70.660561     0.076    0.049   0.046      0.963    0.887     0.084      0.180      3.4
    5.053983   -68.310646     0.067    0.040   0.043      0.951    0.884     0.073      0.326      3.4
    5.658953   -69.831535     0.420    0.206   0.299      1.308    0.887     0.339      6.606      3.4
    5.440158   -70.879311     0.098    0.060   0.066      0.985    0.886     0.100      0.333      3.4
    5.615666   -71.434998     0.128    0.064   0.059      1.013    0.885     0.130      0.282      3.4
    5.486020   -68.583870     0.218    0.068   0.072      1.105    0.887     0.224      0.892      3.4
    5.385707   -69.947914     0.110    0.067   0.070      0.998    0.888     0.120      0.745      3.4
    5.463678   -69.053612     0.164    0.086   0.108      1.052    0.888     0.160      0.982      3.4
    5.828596   -70.033600     0.131    0.078   0.104      1.016    0.885     0.124      1.332      3.4
    5.496791   -68.682045     0.103    0.056   0.073      0.991    0.888     0.113      0.866      3.4
    0.644413   -72.644501     0.059    0.037   0.044      0.924    0.865     0.053      0.063      3.4
    5.288803   -70.055901     0.131    0.067   0.064      1.018    0.887     0.139      0.681      3.4
    5.571748   -68.095482     0.201    0.077   0.076      1.087    0.886     0.213      0.783      3.4
    4.843626   -68.280281     0.122    0.062   0.068      1.004    0.882     0.123      0.284      3.4
    5.171107   -69.499817     0.127    0.067   0.080      1.013    0.886     0.131      0.669      3.4
    5.438929   -70.982040     0.104    0.058   0.061      0.990    0.886     0.110      0.356      3.4
    5.377534   -68.529572     0.134    0.074   0.108      1.021    0.887     0.141      0.906      3.4
    5.121638   -67.436447     0.090    0.046   0.049      0.973    0.883     0.088      0.256      3.4
    5.358657   -68.815666     0.202    0.090   0.128      1.089    0.887     0.192      1.276      3.4
    5.473229   -70.983604     0.109    0.038   0.050      0.995    0.886     0.109      0.824      3.4
    5.577689   -70.671326     0.090    0.041   0.041      0.976    0.887     0.091      0.455      3.4
    0.970330   -72.993538     0.067    0.060   0.057      0.939    0.871     0.075      0.235      3.4
    5.165602   -66.388901     0.072    0.040   0.057      0.954    0.882     0.070      0.156      3.4
    5.353286   -66.742409     0.144    0.087   0.091      1.027    0.883     0.149      0.628      3.4
    5.044149   -68.398438     0.097    0.050   0.049      0.980    0.884     0.105      0.515      3.4
    5.170495   -67.554802     0.092    0.039   0.042      0.976    0.884     0.093      0.242      3.4
    5.241379   -69.280678     0.102    0.073   0.091      0.989    0.887     0.110      1.719      3.4
    5.659251   -71.231789     0.153    0.078   0.107      1.038    0.885     0.153      0.824      3.4
    5.337182   -69.140068     0.069    0.057   0.067      0.956    0.888     0.072      1.460      3.4
    5.601968   -72.019089     0.130    0.050   0.057      1.014    0.884     0.137      0.189      3.4
    5.442403   -69.880394     0.079    0.088   0.089      0.967    0.888     0.090      0.628      3.4
    0.937644   -72.694366     0.098    0.082   0.071      0.973    0.874     0.113      0.458      3.4
    4.805430   -68.209801     0.118    0.059   0.078      1.000    0.881     0.109      0.204      3.4
    5.382812   -70.907852     0.072    0.029   0.026      0.958    0.886     0.074      0.177      3.4
    5.617870   -68.339699     0.093    0.033   0.029      0.980    0.886     0.099      0.379      3.4
    5.756943   -68.657990     0.217    0.081   0.106      1.103    0.886     0.226      1.010      3.4
    5.585819   -72.167747     0.106    0.034   0.034      0.990    0.884     0.110      0.152      3.4
    5.077796   -70.618080     0.104    0.052   0.054      0.989    0.884     0.111      0.185      3.4
    5.173257   -70.484337     0.084    0.066   0.057      0.970    0.885     0.099      0.292      3.4
    5.656331   -69.498985     0.337    0.178   0.242      1.224    0.887     0.295      8.581      3.4
    5.705616   -71.255646     0.272    0.095   0.092      1.157    0.885     0.288      0.814      3.4
    5.162326   -68.629723     0.127    0.061   0.081      1.012    0.885     0.127      1.120      3.4
    5.616014   -70.754669     0.108    0.061   0.074      0.995    0.886     0.113      0.523      3.4
    5.512489   -70.200447     0.087    0.084   0.091      0.975    0.888     0.092      0.619      3.4
    5.768121   -69.345627     0.292    0.144   0.186      1.178    0.886     0.287      1.832      3.4
    5.696410   -70.425468     0.187    0.091   0.117      1.073    0.886     0.173      1.076      3.4
    5.355609   -68.726768     0.212    0.126   0.169      1.100    0.887     0.197      1.269      3.4
    5.530988   -71.819763     0.133    0.051   0.062      1.018    0.884     0.132      0.177      3.4
    5.242835   -70.597366     0.094    0.044   0.059      0.980    0.886     0.098      0.307      3.4
